Date,ET(mm/day)
20310405,1.0682523
20310406,1.1583499
20310407,1.2716192
20310408,1.0537627
20310409,1.5870129
20310410,0.91126662
20310411,0.63721478
20310412,1.2305795
20310413,1.0727384
20310414,0.77104998
20310415,0.96337342
20310416,0.98060256
20310417,1.5202011
20310418,1.3542664
20310419,1.6983162
20310420,1.5506166
20310421,1.8786795
20310422,1.5920044
20310423,1.6133161
20310424,1.9767416
20310425,1.4805758
20310426,0.74181992
20310427,0.98344797
20310428,1.3657224
20310429,2.2215514
20310430,1.6715893
20310501,1.7966541
20310502,1.8004795
20310503,2.912122
20310504,2.54387
20310505,2.0435135
20310506,1.4921442
20310507,2.1454623
20310508,2.7130718
20310509,2.6600423
20310510,2.4231219
20310511,2.2513566
20310512,2.8065727
20310513,2.5425515
20310514,1.9397138
20310515,2.1918702
20310516,2.781193
20310517,2.3791933
20310518,2.6660757
20310519,3.0144308
20310520,3.0379977
20310521,3.0778289
20310522,3.6827066
20310523,3.6768725
20310524,2.8246779
20310525,3.1482084
20310526,3.5096002
20310527,2.4955795
20310528,2.9835536
20310529,2.9953012
20310530,4.3982987
20310531,3.7278116
20310601,1.7003851
20310602,3.3533282
20310603,3.7245967
20310604,2.5153244
20310605,2.7622981
20310606,3.1291752
20310607,2.6469343
20310608,1.6451563
20310609,0.33691457
20310610,2.0590329
20310611,3.1049609
20310612,2.6503191
20310613,2.5691948
20310614,2.1686647
20310615,2.5332513
20310616,2.5799918
20310617,1.5652937
20310618,2.4823542
20310619,2.1739225
20310620,2.7399545
20310621,1.6769142
20310622,2.4582312
20310623,2.3613925
20310624,2.2387512
20310625,2.610018
20310626,2.5479703
20310627,2.6703181
20310628,2.6705787
20310629,3.3827159
20310630,3.1381011
20310701,3.9759641
20310702,2.7130172
20310703,3.8941226
20310704,3.6072631
20310705,3.8162444
20310706,3.8256307
20310707,4.0289817
20310708,3.865977
20310709,4.261013
20310710,4.0162807
20310711,3.7166252
20310712,4.0955873
20310713,3.8803933
20310714,4.3010345
20310715,4.6402764
20310716,4.1769438
20310717,4.0644469
20310718,3.4602976
20310719,3.7065465
20310720,3.8851438
20310721,3.8661065
20310722,3.2317669
20310723,3.5073946
20310724,3.5282381
20310725,4.0624127
20310726,4.0776834
20310727,3.8789492
20310728,3.6545095
20310729,3.7221303
20310730,4.1188869
20310731,2.6469865
20310801,3.7046077
20310802,3.4238136
20310803,3.3802695
20310804,4.1016216
20310805,3.5478334
20310806,2.9848051
20310807,4.105022
20310808,4.6280565
20310809,3.2680385
20310810,4.3478518
20310811,4.2272882
20310812,4.2181067
20310813,4.9424582
20310814,4.1936913
20310815,3.4792604
20310816,3.6484618
20310817,4.3863254
20310818,4.0970535
20310819,4.1423302
20310820,4.0343165
20310821,3.9113824
20310822,3.8223159
20310823,4.7945843
20310824,3.055279
20310825,4.1071825
20310826,4.399066
20310827,4.0063128
20310828,4.2183771
20310829,4.6463337
20310830,1.5898099
20310831,3.4073007
20310901,3.7793806
20310902,3.5860543
20310903,0.93678218
20310904,2.9906099
20310905,3.6434855
20310906,3.3953061
20310907,1.8509895
20310908,2.0810435
20310909,1.8183993
20310910,2.7604473
20310911,2.5104651
20310912,2.2909119
20310913,2.2753582
20310914,1.461126
20310915,1.6367644
20310916,1.3381722
20310917,0.39946079
20310918,0.77591401
20310919,0.34836346
20310920,0.84037644
20310921,1.0657758
20310922,1.2685236
20310923,1.3771075
20310924,1.7237422
20310925,1.8970208
20310926,1.9182879
20310927,0.9755671
20310928,0.69478601
20310929,0.91378987
20310930,1.4925656
20311001,1.4297612
20311002,1.6398054
20311003,1.3953656
20311004,1.1068875
20311005,1.1140501
20311006,1.4068062
20311007,1.2118788
20311008,1.401575
20311009,1.1536392
20311010,1.323338
20311011,1.313392
20311012,1.3239402
20311013,1.1492999
20311014,0.88279355
20311015,1.2368944
20311016,1.4987019
20311017,0.88961965
20311018,1.5619801
20311019,1.2425326
20311020,0.83254999
20311021,1.3133441
20311022,0.96959454
20311023,1.3150624
20311024,0.97712725
20311025,1.5757331
20311026,1.8159086
20311027,1.3595308
20311028,1.106514
20311029,1.7001753
20311030,1.8386773
20311031,0.95293468
20311101,1.7331291
20311102,0.89924616
20311103,0.78468335
20311104,0.81353998
20311105,1.394106
20311106,1.1159757
20311107,1.6612265
20311108,1.1708835
20311109,1.1498961
20311110,0.82457983
20311111,1.2742771
20311112,1.1672727
20311113,1.2367628
20311114,1.4833903
20311115,0.34413713
20311116,1.1928786
20311117,1.1238091
20311118,0.90695715
20311119,1.2348912
20311120,1.2170972
20311121,1.6170717
20311122,1.0480295
20311123,1.0401726
20311124,1.0228955
20311125,1.0659629
20311126,1.1706182
20311127,1.1578045
20311128,1.0854336
20311129,1.1076955
20311130,1.391345
20311201,1.5358379
20311202,1.1756808
20311203,1.3268614
20311204,1.1136616
20311205,0.95835942
20311206,1.3109275
20311207,1.1862298
20311208,1.2537746
20311209,1.6064581
20311210,1.3586447
20311211,1.3932288
20311212,1.098793
20311213,1.0723932
20311214,0.95792449
20311215,0.8716467
20311216,0.80046439
20311217,0.7442748
20311218,0.93098402
20311219,1.1113962
20311220,1.5255483
20311221,1.1587421
20311222,0.99966794
20311223,1.0490472
20311224,0.68131411
20311225,0.90451562
20311226,1.297298
20311227,1.0029347
20311228,0.98305601
20311229,1.4087603
20311230,0.88528568
20311231,0.91726577
20320101,1.1380978
20320102,1.1606141
20320103,1.0291945
20320104,0.96017832
20320105,1.0985841
20320106,0.91646451
20320107,1.2469984
20320108,0.91530907
20320109,0.83996892
20320110,1.2138178
20320111,1.2188683
20320112,1.0998862
20320113,1.1940746
20320114,0.89122927
20320115,1.0354429
20320116,1.1009287
20320117,0.91491723
20320118,0.76347029
20320119,0.98827636
20320120,1.3744515
20320121,0.77396125
20320122,0.56086636
20320123,1.0066506
20320124,1.0233253
20320125,0.96906471
20320126,1.0789191
20320127,1.2232528
20320128,1.0943403
20320129,1.072943
20320130,1.1150432
20320131,0.75361979
20320201,0.78730142
20320202,0.98394024
20320203,0.84383202
20320204,1.2696018
20320205,1.2935834
20320206,0.21997133
20320207,0.5125612
20320208,1.0398717
20320209,1.1031704
20320210,0.96964484
20320211,1.3461409
20320212,1.393384
20320213,1.2875428
20320214,0.67597955
20320215,0.87618643
20320216,1.3749018
20320217,1.2138761
20320218,0.87587667
20320219,0.87951088
20320220,1.0584164
20320221,1.2745734
20320222,1.1882576
20320223,0.94609553
20320224,1.1508515
20320225,1.1092234
20320226,0.94450659
20320227,0.41373613
20320228,0.9255473
20320229,1.5391028
20320301,0.6904093
20320302,0.22803232
20320303,0.63916922
20320304,0.49947527
20320305,1.0995127
20320306,1.0042309
20320307,1.0800047
20320308,1.4464698
20320309,1.1977949
20320310,1.2168802
20320311,1.0657198
20320312,1.38872
20320313,1.7786686
20320314,0.77626914
20320315,1.3864644
20320316,0.79815799
20320317,0.97118706
20320318,1.3087595
20320319,1.1259539
20320320,1.9712336
20320321,1.0089869
20320322,1.2986907
20320323,1.1661543
20320324,0.53859454
20320325,1.2338088
20320326,0.58865428
20320327,1.0688834
20320328,0.47723433
20320329,0.28504655
20320330,0.43460086
20320331,0.92742133
20320401,1.1929226
20320402,1.2678633
20320403,0.62786084
20320404,0.83631867
20320405,1.6898746
20320406,1.4986567
20320407,1.2983426
20320408,1.7540655
20320409,1.3206695
20320410,0.92746049
20320411,1.205192
20320412,1.251896
20320413,0.72650242
20320414,0.77366227
20320415,1.7749037
20320416,1.2157167
20320417,1.1091576
20320418,0.63368601
20320419,0.94916993
20320420,0.73118156
20320421,1.0540719
20320422,1.1744637
20320423,1.809672
20320424,1.9962703
20320425,2.2742662
20320426,2.3966153
20320427,2.0838308
20320428,2.2742853
20320429,2.3513079
20320430,2.1938157
20320501,1.9838344
20320502,1.8919615
20320503,1.9724567
20320504,1.6248741
20320505,1.8656414
20320506,1.918465
20320507,1.7476344
20320508,1.6052375
20320509,1.7938308
20320510,1.3626807
20320511,1.3897254
20320512,1.7304312
20320513,1.6995577
20320514,1.5123814
20320515,2.2616782
20320516,1.9414586
20320517,2.6222529
20320518,2.7410126
20320519,2.8571887
20320520,2.6839719
20320521,2.4435418
20320522,2.6033211
20320523,2.4574885
20320524,2.5619726
20320525,3.0513515
20320526,2.7339699
20320527,2.2748485
20320528,3.2458994
20320529,4.1170979
20320530,3.6978562
20320531,2.5468211
20320601,3.4007149
20320602,3.6727548
20320603,4.3901677
20320604,3.5093651
20320605,1.180261
20320606,3.2427759
20320607,3.3262379
20320608,2.1644855
20320609,2.4728246
20320610,3.1817412
20320611,3.0805469
20320612,2.856277
20320613,2.722208
20320614,3.284549
20320615,4.0320878
20320616,3.1123526
20320617,3.2481112
20320618,3.272311
20320619,3.5269015
20320620,2.7589684
20320621,2.6866794
20320622,2.9284306
20320623,2.7823038
20320624,3.6257696
20320625,2.6973462
20320626,3.3368146
20320627,3.5635304
20320628,3.1292272
20320629,3.7213757
20320630,3.0023737
20320701,3.051543
20320702,3.9864967
20320703,3.8782635
20320704,3.9984057
20320705,3.917326
20320706,4.0342607
20320707,4.029016
20320708,2.1402693
20320709,3.9092197
20320710,3.7772963
20320711,4.2547107
20320712,3.9774857
20320713,4.0073709
20320714,4.0281549
20320715,3.5612254
20320716,3.5470221
20320717,4.1622276
20320718,4.1445985
20320719,4.5758901
20320720,4.5651174
20320721,3.0543332
20320722,3.5457785
20320723,4.261323
20320724,4.1878409
20320725,4.0837765
20320726,3.9659717
20320727,4.4098988
20320728,3.7088346
20320729,3.7808568
20320730,3.7824783
20320731,3.9164608
20320801,3.7030852
20320802,2.8578408
20320803,4.0309644
20320804,4.0598516
20320805,4.3430591
20320806,4.1538067
20320807,3.9479804
20320808,3.7898645
20320809,3.9198678
20320810,2.6253328
20320811,0.2937631
20320812,3.41679
20320813,3.1331332
20320814,1.8906388
20320815,3.5059874
20320816,2.6038857
20320817,3.2743409
20320818,2.6832967
20320819,3.033464
20320820,1.2203809
20320821,3.6897504
20320822,3.3108737
20320823,3.6248443
20320824,3.3785379
20320825,2.5033908
20320826,3.4360626
20320827,3.7199993
20320828,3.526468
20320829,3.1184769
20320830,2.7663727
20320831,1.9869419
20320901,0.66624725
20320902,0.78860426
20320903,2.3622122
20320904,2.4048035
20320905,0.21084182
20320906,2.1887584
20320907,2.1480298
20320908,1.4574435
20320909,1.2327261
20320910,1.2251643
20320911,1.7233329
20320912,1.6653121
20320913,1.1994669
20320914,1.1522768
20320915,0.92248988
20320916,0.77488738
20320917,1.4670376
20320918,0.42626542
20320919,1.2297553
20320920,0.61968195
20320921,1.4976525
20320922,1.6855553
20320923,2.0787778
20320924,1.8905005
20320925,0.85516709
20320926,0.62806451
20320927,1.1347156
20320928,1.687476
20320929,1.2251536
20320930,1.6382911
20321001,0.62263209
20321002,1.0536897
20321003,0.4409456
20321004,1.3666013
20321005,1.5668848
20321006,0.51971984
20321007,0.89112461
20321008,0.69697881
20321009,0.31680489
20321010,1.4947485
20321011,1.2364317
20321012,0.92232162
20321013,0.20965008
20321014,1.378086
20321015,0.86639524
20321016,1.6667228
20321017,0.81493896
20321018,1.7081559
20321019,1.3442384
20321020,0.58896691
20321021,1.1183014
20321022,1.8579872
20321023,1.5525814
20321024,0.98821288
20321025,1.8341476
20321026,0.88592052
20321027,1.1829464
20321028,1.1858612
20321029,1.7498611
20321030,0.59326017
20321031,1.4351876
20321101,1.4397897
20321102,1.4027195
20321103,1.199622
20321104,1.3900789
20321105,1.5627714
20321106,1.3999408
20321107,1.4647461
20321108,1.5285317
20321109,1.4344348
20321110,1.140239
20321111,1.0775054
20321112,1.4738263
20321113,1.136747
20321114,1.3652537
20321115,1.1753579
20321116,1.1891851
20321117,0.80115342
20321118,0.91241938
20321119,1.2626787
20321120,0.71157366
20321121,0.69137841
20321122,1.1027185
20321123,0.8902992
20321124,0.63230962
20321125,1.2705837
20321126,1.2455069
20321127,0.98910028
20321128,1.2495216
20321129,1.0613434
20321130,1.2678179
20321201,1.146794
20321202,0.94976568
20321203,1.0839791
20321204,0.67303681
20321205,0.9632417
20321206,0.85021514
20321207,0.88412136
20321208,0.83678317
20321209,1.167865
20321210,1.1547583
20321211,1.5817014
20321212,1.3669655
20321213,1.072693
20321214,0.64327204
20321215,0.74655372
20321216,0.62110603
20321217,0.91880774
20321218,0.99073458
20321219,0.76877201
20321220,1.2234493
20321221,0.96488309
20321222,1.2546426
20321223,1.3324655
20321224,0.98941225
20321225,0.86674732
20321226,0.54733866
20321227,0.8676756
20321228,0.83528322
20321229,0.98918235
20321230,1.1330177
20321231,0.8721624
20330101,1.0023204
20330102,1.0793039
20330103,1.1384286
20330104,1.2101976
20330105,1.1655878
20330106,1.1202333
20330107,1.0340681
20330108,1.1619554
20330109,1.0542217
20330110,0.92637491
20330111,1.1647301
20330112,1.4666951
20330113,0.85837668
20330114,1.0884769
20330115,1.0497888
20330116,0.91932786
20330117,0.90902662
20330118,1.0890485
20330119,1.2118325
20330120,1.1387818
20330121,1.2904235
20330122,1.0727571
20330123,1.0373237
20330124,0.60173851
20330125,0.81237024
20330126,0.76988328
20330127,0.48970151
20330128,1.1791092
20330129,1.18891
20330130,1.1670756
20330131,1.0169425
20330201,0.94920152
20330202,0.87672067
20330203,1.3134432
20330204,0.7351225
20330205,1.2786688
20330206,1.2599993
20330207,1.096712
20330208,0.92754298
20330209,0.81206536
20330210,0.64598209
20330211,0.33978581
20330212,1.0837214
20330213,1.0679926
20330214,0.96734971
20330215,0.69348931
20330216,1.3090067
20330217,0.4811208
20330218,1.038641
20330219,1.2732012
20330220,0.74904513
20330221,0.9376747
20330222,1.0791879
20330223,0.9766916
20330224,1.0831431
20330225,0.86895531
20330226,1.3786657
20330227,1.066523
20330228,1.0906118
20330301,1.1664237
20330302,0.084036894
20330303,0.92142564
20330304,0.62627649
20330305,0.37004745
20330306,1.1859772
20330307,1.2399089
20330308,1.081256
20330309,1.4140248
20330310,0.58395785
20330311,0.91647029
20330312,1.4298925
20330313,0.67200536
20330314,1.0693711
20330315,1.3272146
20330316,0.78984493
20330317,0.91159499
20330318,0.7930705
20330319,0.29872745
20330320,1.1012189
20330321,1.2331249
20330322,1.1706716
20330323,1.3607993
20330324,0.37946898
20330325,0.97656953
20330326,1.2542069
20330327,0.9082762
20330328,1.5949751
20330329,0.44056392
20330330,0.62900013
20330331,1.0775476
20330401,1.0996207
20330402,0.58017504
20330403,1.638718
20330404,1.7913364
20330405,1.4050301
20330406,0.79034728
20330407,0.71737033
20330408,1.8332075
20330409,0.81807727
20330410,1.1405082
20330411,1.2129549
20330412,0.94662976
20330413,0.90885592
20330414,1.2329167
20330415,1.6240201
20330416,0.77910179
20330417,1.331233
20330418,1.3787055
20330419,1.4706088
20330420,1.1753113
20330421,1.5444627
20330422,2.0409253
20330423,1.9243679
20330424,1.6785941
20330425,0.92585593
20330426,1.0584425
20330427,1.1472023
20330428,1.8980089
20330429,1.5793792
20330430,1.6316313
20330501,1.5727905
20330502,1.4933901
20330503,1.5579141
20330504,1.7198445
20330505,1.2362293
20330506,1.4551913
20330507,1.6826742
20330508,2.1226866
20330509,2.0542779
20330510,1.6383464
20330511,1.4314016
20330512,1.8807219
20330513,2.0327938
20330514,2.4128458
20330515,2.3540082
20330516,2.1248639
20330517,2.0888376
20330518,2.7271848
20330519,2.8135664
20330520,3.1561599
20330521,2.2755237
20330522,2.4508944
20330523,2.4941146
20330524,3.0363069
20330525,2.5451434
20330526,2.5965714
20330527,2.262511
20330528,2.227592
20330529,2.0202289
20330530,1.9953986
20330531,1.641817
20330601,1.8926561
20330602,2.2354133
20330603,2.2449427
20330604,2.098187
20330605,2.1354284
20330606,2.4702985
20330607,2.006577
20330608,0.61828077
20330609,2.1889212
20330610,2.248883
20330611,1.737426
20330612,2.8834455
20330613,2.3661985
20330614,2.1227272
20330615,2.6519578
20330616,2.3925734
20330617,2.6334331
20330618,1.4905554
20330619,2.6002176
20330620,2.575691
20330621,2.0710156
20330622,3.1860816
20330623,3.2324839
20330624,2.8706319
20330625,2.9485881
20330626,3.3341489
20330627,3.0834653
20330628,3.3030031
20330629,3.3134534
20330630,3.1717918
20330701,3.7019439
20330702,3.2005618
20330703,3.7909029
20330704,3.7650943
20330705,3.4844258
20330706,3.8896329
20330707,3.9281578
20330708,3.5476644
20330709,2.960479
20330710,4.2413697
20330711,4.5143089
20330712,4.6808348
20330713,4.642611
20330714,4.9570313
20330715,4.5949254
20330716,4.8294249
20330717,5.0363398
20330718,4.3747921
20330719,4.8040881
20330720,4.9792056
20330721,4.610075
20330722,4.9799309
20330723,4.0213661
20330724,3.7859638
20330725,4.6542811
20330726,4.2080359
20330727,4.4940386
20330728,4.696713
20330729,4.0853634
20330730,3.7102668
20330731,4.5026679
20330801,3.8200872
20330802,4.361146
20330803,3.7934988
20330804,4.1195583
20330805,3.9177589
20330806,3.4972167
20330807,2.562165
20330808,1.1144851
20330809,3.4550402
20330810,3.3072228
20330811,3.6745927
20330812,2.7524762
20330813,3.3364387
20330814,3.7173498
20330815,3.7130966
20330816,2.4572594
20330817,3.404753
20330818,2.9447119
20330819,3.790231
20330820,3.8996284
20330821,4.3796105
20330822,3.7533205
20330823,3.7288713
20330824,3.0810659
20330825,1.5527296
20330826,2.6989238
20330827,3.2074978
20330828,2.9316478
20330829,3.5999975
20330830,3.8804867
20330831,3.6697671
20330901,1.802963
20330902,3.2573926
20330903,0.61243761
20330904,0.19109246
20330905,2.6044307
20330906,2.6283424
20330907,2.3835347
20330908,1.2625765
20330909,2.0985618
20330910,0.73347747
20330911,1.5372449
20330912,1.4065683
20330913,1.4653975
20330914,0.90501189
20330915,1.481178
20330916,0.70823562
20330917,0.41601563
20330918,0.2652424
20330919,0.27575913
20330920,0.71643114
20330921,1.6168342
20330922,0.87141401
20330923,0.26101953
20330924,1.1867505
20330925,1.8220655
20330926,1.7831565
20330927,1.0160257
20330928,1.7843602
20330929,1.7911817
20330930,1.3328514
20331001,0.87363923
20331002,1.7081159
20331003,1.4992343
20331004,0.55922997
20331005,0.34973717
20331006,0.65474826
20331007,1.0548486
20331008,1.0908328
20331009,1.4562324
20331010,0.56112444
20331011,0.13857736
20331012,0.55343181
20331013,1.3899583
20331014,1.4021515
20331015,1.6012067
20331016,1.4549049
20331017,0.78933406
20331018,1.0338371
20331019,0.39088807
20331020,1.151724
20331021,1.1877118
20331022,1.3560572
20331023,1.0479912
20331024,1.7629119
20331025,1.7804724
20331026,1.4409301
20331027,1.2963976
20331028,1.7097176
20331029,0.87816674
20331030,1.8073756
20331031,0.8703649
20331101,1.3030558
20331102,1.4499267
20331103,1.300802
20331104,0.96174258
20331105,0.5622108
20331106,1.0649253
20331107,1.1133955
20331108,1.2710669
20331109,0.79409933
20331110,1.0457855
20331111,1.2095828
20331112,1.0779018
20331113,1.389863
20331114,1.4538177
20331115,0.74768537
20331116,0.88195258
20331117,1.4266168
20331118,0.97214562
20331119,1.5153009
20331120,1.1408139
20331121,0.88188684
20331122,1.4092798
20331123,1.3870399
20331124,1.1567928
20331125,1.3790258
20331126,0.98895705
20331127,1.1179248
20331128,1.2258985
20331129,0.27928293
20331130,1.2605424
20331201,1.4497497
20331202,1.1389306
20331203,0.65411121
20331204,0.97827739
20331205,1.0454499
20331206,1.4559946
20331207,0.87841922
20331208,0.63992381
20331209,1.2936492
20331210,1.1636674
20331211,1.1803614
20331212,1.0666851
20331213,1.1102929
20331214,1.1993445
20331215,0.84879637
20331216,0.99715221
20331217,1.24865
20331218,1.3240923
20331219,1.1885692
20331220,1.1512766
20331221,1.206264
20331222,1.2050209
20331223,0.94556016
20331224,0.8115505
20331225,1.0636697
20331226,0.68087536
20331227,0.80978173
20331228,1.4199598
20331229,0.85673338
20331230,0.95181453
20331231,0.53654301
20340101,1.0550071
20340102,0.99164164
20340103,1.1513541
20340104,1.2232833
20340105,0.64325309
20340106,1.1334965
20340107,1.1633432
20340108,1.0654516
20340109,0.98071712
20340110,1.1822765
20340111,1.0525213
20340112,1.4520239
20340113,1.087312
20340114,0.93833947
20340115,0.99343991
20340116,1.1449057
20340117,0.69889396
20340118,0.92380089
20340119,0.94056827
20340120,1.1486901
20340121,1.4613739
20340122,1.0796487
20340123,1.1619618
20340124,1.2008014
20340125,1.1350887
20340126,0.69923985
20340127,0.87136978
20340128,1.1104583
20340129,0.83535635
20340130,1.4395239
20340131,1.1282065
20340201,0.51016217
20340202,1.1043798
20340203,0.89044636
20340204,0.69748998
20340205,1.0511655
20340206,1.1153095
20340207,1.1009066
20340208,1.0657727
20340209,0.94788301
20340210,0.79388458
20340211,1.2696831
20340212,0.93874228
20340213,0.64559728
20340214,1.1214166
20340215,1.1603885
20340216,1.0152588
20340217,1.0422359
20340218,0.9032104
20340219,1.6307793
20340220,1.2152998
20340221,0.96609998
20340222,1.1676773
20340223,1.2606755
20340224,1.1282768
20340225,1.2291367
20340226,0.83640587
20340227,0.64839786
20340228,0.9848485
20340301,1.0555935
20340302,1.1641709
20340303,0.99743783
20340304,1.1419383
20340305,1.0575083
20340306,1.1808356
20340307,0.92855179
20340308,1.094867
20340309,0.66026706
20340310,1.3738868
20340311,0.68976688
20340312,0.22437093
20340313,0.45013487
20340314,0.48254803
20340315,0.61726022
20340316,0.56495237
20340317,0.48977941
20340318,0.080518432
20340319,1.2683986
20340320,1.3464292
20340321,1.3030366
20340322,0.12874947
20340323,1.6005512
20340324,1.2100172
20340325,1.1250018
20340326,1.6762196
20340327,0.69809681
20340328,1.0963835
20340329,0.27588472
20340330,1.1159818
20340331,0.7156204
20340401,1.7420526
20340402,1.321493
20340403,0.4333258
20340404,1.7009828
20340405,1.4258913
20340406,1.4145164
20340407,0.8751778
20340408,0.22599369
20340409,1.3509556
20340410,1.4700953
20340411,1.3508738
20340412,1.0103761
20340413,0.71404326
20340414,0.77750999
20340415,1.9119735
20340416,1.2048562
20340417,0.90376008
20340418,1.1079804
20340419,1.1556629
20340420,0.64314616
20340421,1.2536273
20340422,1.4244499
20340423,1.1317282
20340424,1.5602943
20340425,1.83179
20340426,1.871891
20340427,1.4303969
20340428,2.1023064
20340429,1.4065554
20340430,1.9549201
20340501,1.9311557
20340502,2.4283915
20340503,1.9687622
20340504,2.4365766
20340505,2.9511652
20340506,2.5211482
20340507,2.4892843
20340508,2.7484529
20340509,2.9358783
20340510,3.3866706
20340511,3.3876417
20340512,3.1079764
20340513,3.1414549
20340514,4.08288
20340515,3.5695424
20340516,3.5444348
20340517,3.7027481
20340518,3.7950289
20340519,4.1492648
20340520,3.2946692
20340521,3.7868881
20340522,3.7733438
20340523,2.6114919
20340524,2.7416284
20340525,2.5593839
20340526,2.8622699
20340527,2.3379865
20340528,2.5884495
20340529,3.6337972
20340530,3.3727403
20340531,2.5970306
20340601,2.4071646
20340602,2.8673456
20340603,2.8654106
20340604,2.8028009
20340605,2.7707131
20340606,2.8083868
20340607,2.820406
20340608,2.7183506
20340609,3.0938206
20340610,3.6716437
20340611,3.6990497
20340612,3.7790141
20340613,3.4679258
20340614,3.6462796
20340615,3.2275457
20340616,3.2999434
20340617,3.2164176
20340618,2.3358777
20340619,1.7171153
20340620,3.4183872
20340621,3.6246877
20340622,3.1416669
20340623,1.8669715
20340624,1.9858649
20340625,1.5232563
20340626,2.2523906
20340627,2.8300192
20340628,2.8149676
20340629,3.0369771
20340630,2.7218716
20340701,1.2955108
20340702,1.3033445
20340703,2.0104659
20340704,2.2283349
20340705,2.8519945
20340706,2.5191183
20340707,2.2456949
20340708,1.9605927
20340709,1.7666005
20340710,2.2314427
20340711,1.9036125
20340712,1.69647
20340713,1.7172027
20340714,0.50940323
20340715,0.56444925
20340716,1.9736568
20340717,1.8048078
20340718,1.1506442
20340719,1.9728236
20340720,1.2913489
20340721,2.031625
20340722,1.7642845
20340723,1.5220827
20340724,2.1512458
20340725,2.2381036
20340726,2.3802123
20340727,2.1333854
20340728,2.4843848
20340729,2.2956655
20340730,2.6892223
20340731,2.9204087
20340801,2.4190547
20340802,2.9711957
20340803,2.7593858
20340804,3.3877821
20340805,3.3054817
20340806,3.3881228
20340807,3.6899269
20340808,2.8192995
20340809,3.9152474
20340810,3.4619343
20340811,3.2987437
20340812,3.8216701
20340813,3.776787
20340814,3.5075536
20340815,4.3520598
20340816,4.053102
20340817,3.4272902
20340818,3.1460092
20340819,3.6373656
20340820,3.8514094
20340821,3.5349312
20340822,4.0574937
20340823,3.5042882
20340824,3.9498906
20340825,2.9503086
20340826,3.6596389
20340827,4.3267608
20340828,4.0293403
20340829,4.127727
20340830,4.5096769
20340831,3.9314718
20340901,3.325587
20340902,3.2823672
20340903,0.84995711
20340904,0.3911947
20340905,1.1300682
20340906,0.78371656
20340907,0.69466043
20340908,0.93141097
20340909,0.29315922
20340910,1.2024189
20340911,1.9864649
20340912,2.0278757
20340913,0.59191018
20340914,1.1014458
20340915,1.9735723
20340916,1.9474502
20340917,1.2744352
20340918,1.9261253
20340919,1.138963
20340920,0.75538915
20340921,1.2669809
20340922,1.2047807
20340923,1.6637443
20340924,0.80712312
20340925,1.5595608
20340926,1.9425788
20340927,1.6300436
20340928,1.0191346
20340929,1.2964159
20340930,0.99626428
20341001,0.98741716
20341002,1.4558825
20341003,1.7769239
20341004,0.83338737
20341005,1.5812411
20341006,1.2741923
20341007,1.1764742
20341008,1.6316849
20341009,1.3543428
20341010,1.451867
20341011,1.299946
20341012,0.79616696
20341013,1.6553234
20341014,1.3507422
20341015,0.73130906
20341016,0.97705424
20341017,0.79785538
20341018,1.6227974
20341019,1.0904766
20341020,1.6489187
20341021,1.2317955
20341022,1.380639
20341023,0.96766394
20341024,1.5790931
20341025,1.0999297
20341026,1.0843079
20341027,0.80760443
20341028,1.3376247
20341029,0.52003521
20341030,1.1688348
20341031,1.3502591
20341101,1.287727
20341102,1.0750315
20341103,1.6760404
20341104,1.4541775
20341105,1.2987721
20341106,0.9548468
20341107,1.0418864
20341108,1.5751914
20341109,1.5064654
20341110,1.0793656
20341111,1.5451287
20341112,1.1512016
20341113,1.3116195
20341114,1.3250133
20341115,1.4229499
20341116,1.086036
20341117,1.535111
20341118,1.1516275
20341119,0.87352413
20341120,1.2639359
20341121,1.3687457
20341122,1.2375686
20341123,0.40675879
20341124,1.2369978
20341125,1.3194318
20341126,1.2118336
20341127,0.99694204
20341128,0.93049252
20341129,1.0770067
20341130,1.4899826
20341201,1.1497198
20341202,1.0161664
20341203,1.1022028
20341204,0.84619331
20341205,1.3793725
20341206,0.842816
20341207,1.0575767
20341208,1.1078745
20341209,1.0035024
20341210,1.0844206
20341211,1.0558491
20341212,1.0307344
20341213,0.88904816
20341214,1.2157937
20341215,0.92379642
20341216,0.98979235
20341217,0.6248318
20341218,1.3711456
20341219,1.1019524
20341220,1.2891898
20341221,1.5057108
20341222,1.1703386
20341223,0.55212837
20341224,0.59744972
20341225,0.91734385
20341226,0.98998982
20341227,1.1221627
20341228,1.0761943
20341229,1.1719952
20341230,1.2113601
20341231,1.2506713
20350101,0.77222592
20350102,0.76523387
20350103,0.7290439
20350104,1.1276115
20350105,1.2514877
20350106,1.0592068
20350107,1.2675222
20350108,1.124792
20350109,1.4195937
20350110,1.1009411
20350111,0.79503012
20350112,0.95006555
20350113,0.69391531
20350114,0.99431717
20350115,1.2881123
20350116,0.78605121
20350117,1.163528
20350118,0.57800037
20350119,0.48093304
20350120,0.65248281
20350121,0.66146886
20350122,0.88134557
20350123,0.96070009
20350124,1.060024
20350125,0.81572247
20350126,0.51626998
20350127,0.82527804
20350128,0.68070084
20350129,1.0388716
20350130,1.0741363
20350131,0.54695278
20350201,0.9263919
20350202,1.0610807
20350203,1.1598221
20350204,1.1374592
20350205,1.0120467
20350206,0.79034472
20350207,1.1015567
20350208,1.0262979
20350209,0.92685694
20350210,0.72784042
